Participant,roi_sequence,experience
9003.0,"8,8,9,8,15,15,14,11,14,14",Control
9003.0,"17,3,6,6,6,3,18,20,20,18",Control
9003.0,"14,15,8,8,9,9,9,2,9,0",Control
9003.0,"11,14,14,15,13,8,9,9,8,9",Control
9003.0,"9,9,9,9,9,9,9,9,9,8",Control
9003.0,"8,0,13,14,14,2,13,2,8,11",Control
9003.0,"14,15,3,3,9,15,15,14,13,13",Control
9003.0,"1,1,1,2,1,19,19,19,19,19",Control
9003.0,"19,3,3,3,3,3,3,3,3,3",Control
9003.0,"3,3,6,3,3,3,3,3,3,3",Control
9003.0,"3,6,6,6,3,3,3,6,3,17",Control
9003.0,"3,3,17,3,9,15,9,8,8,11",Control
9003.0,"13,1,1,2,13,18,20,20,18,18",Control
9003.0,"9,18,18,19,19,19,9,9,0,9",Control
9003.0,"8,5,15,7,7,13,7,7,7,5",Control
9003.0,"5,5,12,13,11,11,13,13,13,7",Control
9003.0,"7,4,4,6,7,16,7,12,13,13",Control
9003.0,"13,5,5,5,5,7,12,13,13,13",Control
9003.0,"13,13,13,4,4,4,4,2,4,16",Control
9003.0,"0,19,19,15,15,7,18,0,0,5",Control
9003.0,"6,5,13,11,11,11,11,11,13,12",Control
9003.0,"12,2,3,2,2,12,12,12,11,11",Control
9003.0,"12,12,13,5,15,15,15,12,0,0",Control
9003.0,"13,5,5,5,5,15,9,15,15,15",Control
9003.0,"19,19,18,18,18,18,18,18,4,2",Control
9003.0,"2,2,2,2,2,7,7,7,11,11",Control
9004.0,"0,9,0,0,0,0,0,0,0,8",Control
9004.0,"9,11,7,9,9,18,23,0,17,17",Control
9004.0,"15,13,13,13,31,31,9,0,0,0",Control
9004.0,"9,9,0,0,0,0,0,0,8,8",Control
9004.0,"0,0,0,0,0,8,0,0,0,8",Control
9004.0,"8,0,8,8,7,7,19,19,0,17",Control
9004.0,"17,17,17,17,17,17,17,19,0,9",Control
9004.0,"8,8,9,8,8,12,18,23,0,18",Control
9004.0,"19,19,18,19,0,23,0,19,18,18",Control
9004.0,"18,0,23,23,0,18,18,0,0,23",Control
9004.0,"0,19,23,9,9,9,9,9,9,19",Control
9004.0,"9,19,9,0,9,9,9,9,9,9",Control
9004.0,"9,9,31,9,9,9,9,9,9,9",Control
9004.0,"9,0,9,29,0,13,29,12,27,13",Control
9004.0,"6,7,2,2,2,2,0,2,2,2",Control
9004.0,"2,2,2,2,0,5,7,7,7,5",Control
9004.0,"5,7,7,9,18,17,17,17,15,15",Control
9004.0,"13,15,15,12,0,9,0,0,9,9",Control
9004.0,"9,9,9,9,9,0,0,23,8,8",Control
9004.0,"0,15,4,4,4,4,2,2,4,3",Control
9004.0,"8,3,4,2,2,2,2,2,2,3",Control
9004.0,"3,3,3,2,2,1,1,3,3,0",Control
9004.0,"2,4,4,4,4,4,4,4,4,4",Control
9004.0,"4,4,4,4,8,2,8,0,0,9",Control
9004.0,"2,0,0,10,0,0,0,2,0,2",Control
9004.0,"2,10,10,0,0,10,0,0,10,0",Control
9004.0,"0,15,24,24,0,18,0,21,0,0",Control
9004.0,"0,23,23,33,33,23,23,24,23,23",Control
9004.0,"0,0,2,0,28,2,2,2,24,28",Control
9004.0,"25,28,28,0,30,30,26,29,26,29",Control
9004.0,"29,25,25,24,24,24,8,8,0,8",Control
9004.0,"24,24,24,8,9,8,8,8,26,26",Control
9004.0,"26,26,29,26,29,29,26,26,30,30",Control
9004.0,"32,26,26,26,26,30,32,30,26,26",Control
9004.0,"0,0,23,23,24,24,24,12,2,2",Control
9004.0,"2,5,2,2,2,4,4,2,2,4",Control
9004.0,"4,2,2,2,2,4,4,4,2,2",Control
9004.0,"3,3,3,8,8,3,3,3,3,3",Control
9004.0,"23,23,2,33,24,24,24,0,4,9",Control
9004.0,"3,3,3,3,3,3,3,3,6,21",Control
9004.0,"21,19,19,10,9,11,11,13,4,4",Control
9004.0,"4,4,4,11,19,19,19,13,3,3",Control
9004.0,"1,1,4,4,5,3,3,3,3,3",Control
9004.0,"3,3,3,3,3,3,3,3,2,3",Control
9004.0,"3,3,3,11,14,1,1,1,12,1",Control
9004.0,"1,14,14,14,14,14,14,16,15,11",Control
9004.0,"17,1,15,1,15,17,17,17,19,18",Control
9004.0,"19,19,19,19,19,19,13,13,19,11",Control
9004.0,"14,14,14,10,10,10,4,9,10,10",Control
9004.0,"10,10,10,21,21,21,21,21,3,21",Control
9004.0,"21,6,3,4,8,4,4,1,1,1",Control
9004.0,"1,1,11,9,9,9,4,4,4,2",Control
9004.0,"3,3,1,1,1,1,1,1,1,17",Control
9004.0,"14,12,11,11,11,11,11,11,11,11",Control
9004.0,"11,11,11,16,2,4,3,5,2,11",Control
9004.0,"11,7,3,9,14,14,5,5,5,8",Control
9004.0,"9,10,10,10,13,9,8,7,9,9",Control
9004.0,"7,7,15,15,15,13,12,11,12,12",Control
9004.0,"13,13,13,13,14,14,14,14,16,16",Control
9004.0,"16,16,17,11,11,11,11,12,12,12",Control
9004.0,"12,12,5,12,12,5,5,5,5,8",Control
9004.0,"5,5,5,5,5,5,5,5,5,5",Control
9004.0,"5,5,8,8,8,17,17,16,16,16",Control
9004.0,"20,20,21,21,21,21,21,21,9,20",Control
9004.0,"4,18,9,9,9,2,0,0,9,9",Control
9004.0,"10,7,5,4,4,4,14,4,18,4",Control
9004.0,"16,9,9,0,17,9,9,15,1,2",Control
9004.0,"2,2,1,3,6,3,6,6,3,3",Control
9004.0,"19,3,3,19,20,18,12,13,2,3",Control
9004.0,"3,3,3,9,9,3,3,3,3,3",Control
9004.0,"3,3,3,3,3,3,3,6,6,6",Control
9004.0,"3,6,3,6,6,6,3,3,3,3",Control
9004.0,"3,3,15,0,8,9,8,8,2,16",Control
9004.0,"15,15,8,8,8,14,8,0,14,0",Control
9004.0,"13,13,13,13,13,13,14,13,2,20",Control
9004.0,"18,13,2,20,18,18,18,18,2,18",Control
9004.0,"18,18,1,1,1,1,1,1,1,1",Control
9004.0,"3,3,1,1,1,19,19,19,19,19",Control
9004.0,"19,19,1,1,1,1,2,6,3,17",Control
9004.0,"3,3,3,3,3,3,9,3,3,3",Control
9004.0,"3,3,0,3,3,3,3,3,3,3",Control
9004.0,"15,18,2,13,5,8,13,15,5,10",Control
9004.0,"2,11,11,7,4,4,4,4,5,5",Control
9004.0,"5,7,6,5,5,13,13,14,14,13",Control
9004.0,"14,13,0,13,7,13,7,8,8,5",Control
9004.0,"5,7,9,15,15,15,19,19,16,18",Control
9004.0,"18,7,18,7,8,8,7,5,2,2",Control
9004.0,"2,2,1,11,11,11,11,11,11,1",Control
9004.0,"1,0,4,2,2,2,2,2,10,2",Control
9004.0,"2,7,2,2,4,2,2,2,2,2",Control
9005.0,"0,0,0,23,19,23,0,0,17,17",Control
9005.0,"0,9,9,8,9,9,9,9,0,0",Control
9005.0,"18,9,9,9,9,0,9,0,0,15",Control
9005.0,"9,9,8,8,7,0,7,0,7,7",Control
9005.0,"0,7,7,7,7,6,17,17,0,9",Control
9005.0,"9,18,0,8,9,9,9,8,9,8",Control
9005.0,"9,9,23,9,19,12,12,31,0,12",Control
9005.0,"0,9,9,9,19,19,9,0,0,9",Control
9005.0,"9,9,9,9,9,9,9,0,0,0",Control
9005.0,"0,0,0,0,0,2,2,2,0,0",Control
9005.0,"0,0,0,0,0,0,0,0,0,0",Control
9005.0,"0,0,0,0,0,0,0,2,2,2",Control
9005.0,"2,2,2,2,2,2,2,2,7,7",Control
9005.0,"2,2,2,2,2,2,2,2,2,0",Control
9005.0,"12,2,2,2,15,13,21,17,17,13",Control
9005.0,"17,15,12,29,29,13,29,29,12,30",Control
9005.0,"0,0,9,9,0,9,0,8,0,0",Control
9005.0,"0,0,0,9,9,9,0,0,9,0",Control
9005.0,"0,0,0,0,0,9,9,8,8,9",Control
9005.0,"8,8,8,9,0,0,9,9,8,0",Control
9005.0,"2,4,4,6,4,4,0,8,4,2",Control
9005.0,"8,8,8,8,2,4,6,6,2,2",Control
9005.0,"4,4,4,2,2,2,2,2,2,10",Control
9005.0,"15,2,2,2,3,1,3,3,2,2",Control
9005.0,"1,1,0,2,2,1,1,1,1,1",Control
9005.0,"1,2,2,4,4,2,2,2,0,2",Control
9005.0,"12,12,12,12,12,12,12,12,15,15",Control
9005.0,"15,12,0,12,20,20,19,16,0,20",Control
9005.0,"20,21,0,18,10,10,10,10,11,11",Control
9005.0,"20,20,20,15,11,15,14,14,15,15",Control
9005.0,"15,15,23,23,23,33,22,24,28,32",Control
9005.0,"24,23,23,23,23,23,23,33,22,22",Control
9005.0,"22,22,0,0,22,22,0,0,12,24",Control
9005.0,"24,28,28,28,25,26,26,25,25,9",Control
9005.0,"30,32,30,0,26,30,32,32,32,32",Control
9005.0,"32,32,28,28,28,24,24,28,28,28",Control
9005.0,"28,28,17,24,23,23,22,2,22,22",Control
9005.0,"23,23,21,21,23,23,23,2,22,0",Control
9005.0,"0,19,15,0,0,11,12,19,4,2",Control
9005.0,"3,3,3,3,3,3,3,3,3,0",Control
9005.0,"3,11,19,16,3,0,11,3,2,2",Control
9005.0,"2,3,2,3,2,2,3,2,2,2",Control
9005.0,"4,5,2,2,2,2,2,3,3,3",Control
9005.0,"3,3,3,3,3,3,3,3,3,3",Control
9005.0,"2,11,2,5,5,5,12,12,14,11",Control
9005.0,"16,16,17,19,12,11,16,16,0,15",Control
9005.0,"17,14,14,14,7,2,2,2,1,2",Control
9005.0,"2,3,6,3,3,3,2,2,7,6",Control
9005.0,"7,5,21,10,4,4,4,4,4,4",Control
9005.0,"4,4,4,4,4,4,4,4,4,4",Control
9005.0,"4,4,4,4,4,4,4,4,4,4",Control
9005.0,"9,9,0,9,9,9,9,9,10,4",Control
9005.0,"9,10,9,10,10,10,21,21,21,19",Control
9005.0,"10,10,21,21,21,19,11,11,11,17",Control
9005.0,"19,1,1,1,16,19,11,11,11,19",Control
9005.0,"19,19,17,1,1,1,1,3,4,15",Control
9005.0,"16,5,7,8,11,11,12,12,5,12",Control
9005.0,"12,12,5,5,8,7,7,10,10,15",Control
9005.0,"15,10,15,15,13,13,13,14,14,14",Control
9005.0,"13,13,13,13,13,13,13,14,14,16",Control
9005.0,"16,16,17,17,17,9,17,17,9,17",Control
9005.0,"17,17,17,17,17,17,9,9,9,9",Control
9005.0,"9,9,9,9,9,9,9,9,0,0",Control
9005.0,"0,0,9,17,17,18,20,20,20,20",Control
9005.0,"4,12,12,0,4,12,9,5,5,5",Control
9005.0,"9,4,6,5,11,3,8,14,13,2",Control
9005.0,"2,2,19,9,3,19,19,19,19,19",Control
9005.0,"3,6,6,6,6,6,6,6,6,9",Control
9005.0,"6,3,8,2,2,2,14,13,12,1",Control
9005.0,"4,5,18,2,2,13,2,5,5,1",Control
9005.0,"1,11,7,8,11,12,14,9,9,13",Control
9005.0,"13,18,2,2,20,2,19,18,19,19",Control
9005.0,"3,3,3,3,3,3,3,3,3,3",Control
9005.0,"6,3,3,3,2,15,13,7,5,5",Control
9005.0,"0,2,2,5,2,2,1,1,1,2",Control
9005.0,"7,7,16,16,16,16,15,15,7,15",Control
9005.0,"15,5,16,16,19,15,15,9,7,5",Control
9005.0,"5,5,5,5,5,5,5,0,7,7",Control
9005.0,"13,7,7,13,13,14,13,0,13,13",Control
9005.0,"12,17,18,19,0,19,18,11,11,11",Control
9005.0,"11,11,11,11,11,11,11,11,11,11",Control
9005.0,"11,11,11,11,11,11,11,3,1,4",Control
9005.0,"2,2,2,2,2,2,2,2,2,2",Control
9005.0,"2,13,2,2,7,7,7,15,16,7",Control
9005.0,"7,2,2,2,2,4,7,2,7,2",Control
9008.0,"23,0,9,8,0,9,0,9,0,9",Control
9008.0,"9,8,19,0,0,8,9,0,0,8",Control
9008.0,"9,9,9,0,9,9,9,0,18,17",Control
9008.0,"0,8,9,9,8,8,8,8,8,8",Control
9008.0,"8,9,29,9,9,18,17,17,0,18",Control
9008.0,"15,12,16,2,2,7,2,0,9,0",Control
9008.0,"0,9,9,0,0,0,0,15,9,9",Control
9008.0,"9,8,10,14,19,0,12,3,4,2",Control
9008.0,"2,0,4,8,10,0,0,0,0,11",Control
9008.0,"0,11,15,0,0,19,0,0,11,2",Control
9008.0,"0,0,0,19,0,0,0,19,19,0",Control
9008.0,"0,0,21,0,0,19,0,0,2,12",Control
9008.0,"2,12,12,12,12,12,5,2,2,8",Control
9008.0,"23,29,25,26,29,29,25,8,1,2",Control
9008.0,"4,2,3,8,8,8,23,2,23,2",Control
9008.0,"2,2,2,0,23,0,2,4,11,3",Control
9008.0,"3,3,3,4,11,10,3,4,4,4",Control
9008.0,"4,4,4,16,1,13,0,12,19,21",Control
9008.0,"19,6,2,3,3,3,3,2,2,1",Control
9008.0,"18,13,1,3,3,3,3,3,4,4",Control
9008.0,"9,4,4,11,11,6,12,1,14,19",Control
9008.0,"11,4,9,4,4,4,3,3,3,3",Control
9008.0,"3,3,3,3,3,3,3,1,1,11",Control
9008.0,"19,11,15,11,11,11,12,15,19,19",Control
9008.0,"19,19,14,10,9,21,10,10,10,2",Control
9008.0,"4,4,4,4,4,4,4,2,3,5",Control
9008.0,"5,1,1,1,9,4,11,12,11,3",Control
9008.0,"3,15,9,13,5,5,8,7,5,5",Control
9008.0,"6,5,11,12,12,12,16,16,17,13",Control
9008.0,"13,14,14,0,7,7,15,11,8,2",Control
9008.0,"9,16,16,16,16,17,17,16,9,16",Control
9008.0,"5,5,5,8,5,6,4,5,5,12",Control
9008.0,"12,4,12,12,4,14,14,13,12,13",Control
9008.0,"9,15,7,7,10,0,7,8,5,5",Control
9008.0,"2,9,9,4,17,16,4,4,20,9",Control
9008.0,"0,17,9,16,9,9,9,7,7,2",Control
9008.0,"4,5,5,5,6,4,5,8,12,9",Control
9008.0,"14,16,12,13,13,14,13,3,9,9",Control
9008.0,"13,14,9,16,8,1,3,9,3,3",Control
9008.0,"3,3,3,3,3,3,9,3,11,8",Control
9008.0,"8,8,2,16,13,19,19,19,19,19",Control
9008.0,"19,1,4,2,2,18,18,3,3,15",Control
9008.0,"16,13,3,1,3,19,1,4,2,2",Control
9008.0,"7,2,0,10,3,0,3,3,3,3",Control
9008.0,"3,3,3,6,3,1,1,19,19,19",Control
9008.0,"19,15,16,8,8,13,11,13,14,13",Control
9008.0,"12,15,8,13,0,20,20,18,2,18",Control
9008.0,"18,18,11,8,10,9,2,3,3,2",Control
9008.0,"4,13,13,15,5,13,12,7,12,7",Control
9008.0,"4,4,4,7,5,8,13,12,7,7",Control
9008.0,"2,2,4,16,19,19,13,18,9,15",Control
9008.0,"5,13,7,16,7,13,19,19,8,13",Control
9008.0,"11,11,11,11,11,11,2,2,4,5",Control
9008.0,"5,13,12,13,5,5,5,9,13,13",Control
9008.0,"8,5,15,15,15,18,16,15,14,13",Control
